Feature,n_folds_selected,mean_rank_when_selected,mean_importance_share,mean_chi2_score,Model,pct_folds_selected
txt:wow,4,106.0,0.0026,3.01,Logistic,28.6
txt:lower,4,111.0,0.0027,3.75,Logistic,28.6
txt:payoffbills,4,113.5,0.0023,3.8,Logistic,28.6
txt:pratt whitney,4,114.0,0.0025,5.87,Logistic,28.6
txt:swedish,4,117.25,0.0021,3.26,Logistic,28.6
txt:payer,4,127.5,0.0029,1.9,Logistic,28.6
txt:bed,4,127.75,0.0026,3.68,Logistic,28.6
txt:madison,4,130.0,0.0023,2.58,Logistic,28.6
txt:dress,4,131.0,0.0023,3.03,Logistic,28.6
txt:heritage,4,131.25,0.0025,3.64,Logistic,28.6
txt:disney world,4,135.5,0.0023,3.65,Logistic,28.6
txt:consolodate,4,136.25,0.0022,2.57,Logistic,28.6
txt:circle,4,139.0,0.0023,5.82,Logistic,28.6
txt:bright,4,141.75,0.0022,2.04,Logistic,28.6
txt:music,4,144.75,0.0023,1.46,Logistic,28.6
txt:consolodate debt,4,148.75,0.0023,3.95,Logistic,28.6
txt:plaza,4,157.25,0.002,3.24,Logistic,28.6
txt:sister wedding,4,159.0,0.0022,2.33,Logistic,28.6
txt:supply company,4,159.75,0.0022,2.68,Logistic,28.6
txt:consolidation general,4,160.0,0.0022,2.31,Logistic,28.6
txt:rate paying,4,161.75,0.0022,1.56,Logistic,28.6
txt:crowne,4,164.0,0.0018,3.69,Logistic,28.6
txt:house couple,4,167.25,0.0021,1.64,Logistic,28.6
txt:consolidation john,4,169.0,0.002,2.7,Logistic,28.6
txt:flooring home,4,182.75,0.0017,3.01,Logistic,28.6
txt:sick,4,185.75,0.002,2.14,Logistic,28.6
txt:wisely,4,188.5,0.0021,2.43,Logistic,28.6
txt:money use,4,191.0,0.002,1.67,Logistic,28.6
txt:combine,4,191.75,0.0022,1.61,Logistic,28.6
txt:breathing room,4,194.5,0.0018,2.37,Logistic,28.6
txt:cobalt,4,196.0,0.0015,4.08,Logistic,28.6
txt:improvement general,4,198.25,0.0016,4.48,Logistic,28.6
txt:cedit,4,200.25,0.0018,3.76,Logistic,28.6
txt:lowes,4,200.5,0.0019,3.01,Logistic,28.6
txt:gabriel,4,202.75,0.0017,3.12,Logistic,28.6
txt:inn,4,205.25,0.0019,4.06,Logistic,28.6
txt:consolidation corp,4,205.5,0.0015,5.1,Logistic,28.6
txt:supreme,4,207.5,0.0016,3.95,Logistic,28.6
txt:current debt,4,209.25,0.0019,1.47,Logistic,28.6
txt:update home,4,209.5,0.0017,3.05,Logistic,28.6
txt:henry ford,4,215.5,0.0016,3.01,Logistic,28.6
txt:improvement ups,4,218.25,0.0013,5.47,Logistic,28.6
txt:building company,4,221.5,0.0013,4.96,Logistic,28.6
txt:consolidation aegis,4,222.0,0.0014,5.74,Logistic,28.6
txt:friday,4,223.0,0.0017,2.17,Logistic,28.6
txt:job going,4,224.0,0.0018,1.99,Logistic,28.6
txt:paid payment,4,225.0,0.0015,2.92,Logistic,28.6
txt:chopper,4,228.25,0.0017,3.19,Logistic,28.6
txt:dennys,4,228.25,0.0013,5.62,Logistic,28.6
txt:working capital,4,230.0,0.0013,4.33,Logistic,28.6
txt:bail bond,4,230.75,0.0014,6.28,Logistic,28.6
txt:consolidation tech,4,232.25,0.0014,4.31,Logistic,28.6
txt:hannaford,4,233.0,0.0013,9.15,Logistic,28.6
txt:dart,4,235.5,0.0013,3.44,Logistic,28.6
txt:debt miss,4,239.0,0.0016,4.65,Logistic,28.6
txt:looking reduce,4,240.75,0.0017,2.03,Logistic,28.6
txt:marketplace,4,240.75,0.0014,5.56,Logistic,28.6
txt:whats,4,240.75,0.0017,1.9,Logistic,28.6
txt:card air,4,243.5,0.0012,4.43,Logistic,28.6
txt:mad,4,244.0,0.0015,3.13,Logistic,28.6
txt:consolidation valic,4,249.25,0.0012,8.2,Logistic,28.6
txt:consolidation harbor,4,251.0,0.0013,5.06,Logistic,28.6
txt:pfizer,4,251.75,0.0017,3.6,Logistic,28.6
txt:work needed,4,252.0,0.0016,2.32,Logistic,28.6
txt:seperate,4,253.75,0.0015,2.5,Logistic,28.6
txt:lifespan,4,255.0,0.0012,5.14,Logistic,28.6
txt:ventura,4,255.25,0.0014,3.97,Logistic,28.6
txt:lung,4,256.25,0.0015,2.31,Logistic,28.6
txt:hyatt regency,4,258.5,0.0015,5.28,Logistic,28.6
txt:experis,4,260.5,0.0012,5.29,Logistic,28.6
txt:decoration,4,261.0,0.0013,4.32,Logistic,28.6
txt:consolidation iron,4,263.5,0.0012,3.37,Logistic,28.6
txt:borgata,4,268.75,0.0012,3.63,Logistic,28.6
txt:comprehensive,4,269.25,0.0016,2.17,Logistic,28.6
txt:bower,4,270.25,0.0014,3.96,Logistic,28.6
txt:consolidation usmc,4,271.25,0.0015,3.65,Logistic,28.6
txt:wyckoff,4,277.25,0.0012,7.25,Logistic,28.6
txt:laborer union,4,278.75,0.0011,5.41,Logistic,28.6
txt:secure pay,4,280.25,0.0014,5.28,Logistic,28.6
txt:implement,4,284.5,0.0014,2.14,Logistic,28.6
txt:bright horizon,4,286.75,0.0012,4.28,Logistic,28.6
txt:detroit medical,4,288.5,0.0011,6.63,Logistic,28.6
txt:consolidation kendall,4,293.0,0.0013,2.77,Logistic,28.6
txt:car smaller,4,294.25,0.0011,4.16,Logistic,28.6
txt:belt,4,296.0,0.0014,2.55,Logistic,28.6
txt:risk pay,4,296.75,0.0014,3.15,Logistic,28.6
txt:carpenter,4,297.0,0.0014,1.61,Logistic,28.6
txt:consolidation wal,4,300.5,0.0011,3.92,Logistic,28.6
txt:fastening,4,300.5,0.0011,5.73,Logistic,28.6
txt:consolidate current,4,302.25,0.0014,1.94,Logistic,28.6
txt:amo,4,302.75,0.001,5.75,Logistic,28.6
txt:month advance,4,306.0,0.0013,2.4,Logistic,28.6
txt:consolidation nypd,4,309.25,0.0011,3.7,Logistic,28.6
txt:really work,4,311.0,0.0013,3.41,Logistic,28.6
txt:lieu,4,311.5,0.0013,3.67,Logistic,28.6
txt:signature,4,315.5,0.0014,1.96,Logistic,28.6
txt:consolidation publix,4,316.5,0.001,4.93,Logistic,28.6
txt:reddy,4,319.0,0.001,5.54,Logistic,28.6
txt:used wedding,4,319.25,0.0013,1.75,Logistic,28.6
txt:consolidation service,4,322.75,0.0012,3.1,Logistic,28.6
txt:consolidation hill,4,323.5,0.0012,2.89,Logistic,28.6
txt:declared,4,326.5,0.0013,1.74,Logistic,28.6
txt:pay plus,4,327.25,0.0011,4.35,Logistic,28.6
txt:medical leave,4,330.5,0.0011,2.68,Logistic,28.6
txt:upgrade kitchen,4,331.0,0.0012,2.61,Logistic,28.6
txt:collapse,4,332.0,0.0012,1.75,Logistic,28.6
txt:year medical,4,335.0,0.0012,2.22,Logistic,28.6
txt:faith,4,338.5,0.0013,1.55,Logistic,28.6
txt:paid rest,4,340.0,0.0012,2.62,Logistic,28.6
txt:price chopper,4,342.75,0.001,3.67,Logistic,28.6
txt:stress free,4,343.5,0.0012,3.06,Logistic,28.6
txt:bel,4,346.0,0.0009,3.83,Logistic,28.6
txt:simpson,4,346.5,0.0011,3.45,Logistic,28.6
txt:advantage tax,4,351.0,0.0011,2.19,Logistic,28.6
txt:job history,4,351.75,0.0012,2.11,Logistic,28.6
txt:baby room,4,352.5,0.0012,1.91,Logistic,28.6
txt:car financing,4,353.0,0.0012,1.28,Logistic,28.6
txt:consolidation frontier,4,354.0,0.001,4.54,Logistic,28.6
txt:custody,4,354.75,0.0012,1.7,Logistic,28.6
txt:tomorrow,4,357.5,0.0011,1.52,Logistic,28.6
txt:card simple,4,360.25,0.0011,2.82,Logistic,28.6
txt:dmv,4,367.5,0.0009,3.49,Logistic,28.6
txt:sick family,4,367.5,0.001,3.62,Logistic,28.6
txt:wife debt,4,373.25,0.0011,1.67,Logistic,28.6
txt:know job,4,374.5,0.0011,1.5,Logistic,28.6
txt:ensure money,4,376.5,0.0011,2.36,Logistic,28.6
txt:senior living,4,379.25,0.0009,2.61,Logistic,28.6
txt:increased credit,4,391.25,0.001,3.41,Logistic,28.6
txt:debt boeing,4,393.25,0.0008,4.17,Logistic,28.6
txt:uncomfortable,4,397.5,0.001,3.35,Logistic,28.6
txt:honored,4,399.25,0.0008,5.0,Logistic,28.6
txt:shannon,4,400.0,0.001,3.01,Logistic,28.6
txt:outcome,4,404.5,0.001,1.69,Logistic,28.6
txt:purchase payoff,4,417.25,0.0008,4.38,Logistic,28.6
txt:tub,4,419.5,0.0008,3.42,Logistic,28.6
txt:life track,4,424.5,0.0009,2.82,Logistic,28.6
txt:consolidation vertex,4,424.75,0.0008,3.82,Logistic,28.6
txt:continue education,4,427.0,0.0009,3.26,Logistic,28.6
txt:properly,4,428.5,0.0009,1.56,Logistic,28.6
txt:credit mean,4,432.0,0.0008,2.72,Logistic,28.6
txt:regent,4,435.5,0.0008,3.04,Logistic,28.6
txt:alittle,4,440.5,0.0009,2.3,Logistic,28.6
txt:schulte,4,442.75,0.0008,3.48,Logistic,28.6
txt:consolidate new,4,445.0,0.0008,3.76,Logistic,28.6
txt:new outlook,4,446.75,0.0007,5.47,Logistic,28.6
txt:shoot,4,448.25,0.0008,1.82,Logistic,28.6
txt:card destroy,4,451.0,0.0008,4.83,Logistic,28.6
txt:sleepys,4,451.0,0.0008,5.04,Logistic,28.6
txt:incur new,4,452.75,0.0007,3.94,Logistic,28.6
txt:exiting,4,455.25,0.0008,3.37,Logistic,28.6
txt:dallas area,4,461.25,0.0007,4.56,Logistic,28.6
txt:schulte roth,4,461.75,0.0007,4.67,Logistic,28.6
txt:taking help,4,461.75,0.0008,2.4,Logistic,28.6
txt:shipbuilding,4,464.5,0.0007,3.58,Logistic,28.6
txt:consolidation hyatt,4,465.0,0.0007,3.33,Logistic,28.6
txt:account late,4,468.0,0.0008,1.22,Logistic,28.6
txt:new property,4,474.0,0.0007,5.0,Logistic,28.6
txt:oil change,4,474.75,0.0008,2.41,Logistic,28.6
txt:utility month,4,475.0,0.0007,2.95,Logistic,28.6
txt:beaverton,4,478.0,0.0008,2.01,Logistic,28.6
txt:army,4,485.0,0.0006,3.99,Logistic,28.6
txt:venetian,4,488.25,0.0005,1.9,Logistic,28.6
txt:track looking,4,489.25,0.0006,4.2,Logistic,28.6
txt:used needed,4,491.0,0.0007,3.56,Logistic,28.6
txt:went year,4,491.0,0.0007,2.51,Logistic,28.6
txt:medical department,4,493.5,0.0006,3.56,Logistic,28.6
txt:standing account,4,494.5,0.0007,2.99,Logistic,28.6
txt:fargo home,4,502.25,0.0006,2.74,Logistic,28.6
txt:cash vacation,4,503.5,0.0006,3.91,Logistic,28.6
txt:short month,4,508.5,0.0006,2.14,Logistic,28.6
txt:extremly,4,513.25,0.0006,2.94,Logistic,28.6
txt:dsi,4,515.25,0.0006,4.87,Logistic,28.6
txt:remodeling repair,4,522.0,0.0006,3.34,Logistic,28.6
txt:disputed,4,537.75,0.0005,3.52,Logistic,28.6
txt:medical paid,4,540.5,0.0004,2.55,Logistic,28.6
txt:soldier army,4,542.5,0.0005,3.33,Logistic,28.6
txt:aside emergency,4,589.75,0.0002,3.07,Logistic,28.6
txt:year,3,1.33,0.0155,4.45,Logistic,21.4
txt:minimum,3,3.33,0.0078,1.48,Logistic,21.4
txt:district,3,7.33,0.0055,1.27,Logistic,21.4
txt:pay credit,3,11.0,0.0098,4.67,Logistic,21.4
txt:room,3,28.0,0.0048,2.05,Logistic,21.4
txt:missed,3,29.0,0.0052,3.7,Logistic,21.4
txt:nation,3,31.0,0.0046,2.84,Logistic,21.4
txt:fry,3,36.67,0.004,2.76,Logistic,21.4
txt:graduate,3,37.67,0.0044,2.81,Logistic,21.4
txt:pay car,3,52.67,0.0035,3.17,Logistic,21.4
txt:consol,3,54.67,0.0034,1.6,Logistic,21.4
txt:arizona,3,57.67,0.0033,3.17,Logistic,21.4
txt:state california,3,65.0,0.0039,2.29,Logistic,21.4
txt:lone,3,78.33,0.003,4.56,Logistic,21.4
txt:verified,3,78.33,0.0028,2.67,Logistic,21.4
txt:card personal,3,80.33,0.0029,4.99,Logistic,21.4
txt:crew,3,81.0,0.0028,5.03,Logistic,21.4
txt:payoff city,3,81.33,0.0029,2.13,Logistic,21.4
txt:instead,3,85.33,0.0028,3.77,Logistic,21.4
txt:divorce,3,89.33,0.0029,1.31,Logistic,21.4
txt:washer,3,91.0,0.0028,1.55,Logistic,21.4
txt:creditor,3,91.67,0.0026,2.29,Logistic,21.4
txt:concentrate,3,93.0,0.0027,3.03,Logistic,21.4
txt:europe,3,97.67,0.0027,1.99,Logistic,21.4
txt:pay early,3,97.67,0.0028,1.27,Logistic,21.4
txt:question feel,3,97.67,0.0027,1.54,Logistic,21.4
txt:retired,3,98.0,0.0028,2.01,Logistic,21.4
txt:debtcon,3,102.67,0.0025,4.04,Logistic,21.4
txt:lower apr,3,103.67,0.0028,1.7,Logistic,21.4
txt:consoldation,3,104.67,0.0025,2.75,Logistic,21.4
txt:help home,3,105.0,0.0025,3.11,Logistic,21.4
txt:amex,3,105.67,0.0024,4.73,Logistic,21.4
txt:looking forward,3,111.67,0.0026,1.47,Logistic,21.4
txt:family member,3,112.33,0.0026,1.0,Logistic,21.4
txt:prep,3,114.33,0.0025,1.25,Logistic,21.4
txt:previously,3,116.33,0.0026,1.39,Logistic,21.4
txt:track,3,119.67,0.0028,1.6,Logistic,21.4
txt:relocation,3,122.67,0.0027,1.92,Logistic,21.4
txt:affiliated,3,124.67,0.0023,3.04,Logistic,21.4
txt:card repair,3,131.0,0.0019,4.13,Logistic,21.4
txt:north railroad,3,131.33,0.002,5.59,Logistic,21.4
txt:railroad,3,132.0,0.0025,2.53,Logistic,21.4
txt:consolidation costco,3,133.33,0.0023,4.47,Logistic,21.4
txt:trade,3,135.0,0.0024,1.97,Logistic,21.4
txt:online,3,137.33,0.0024,1.37,Logistic,21.4
txt:council,3,138.0,0.0021,3.02,Logistic,21.4
txt:new life,3,138.0,0.0024,1.47,Logistic,21.4
txt:graphic,3,140.0,0.0027,3.91,Logistic,21.4
txt:inova,3,140.0,0.002,3.38,Logistic,21.4
txt:home service,3,144.67,0.0018,5.43,Logistic,21.4
txt:rose,3,149.0,0.0023,3.49,Logistic,21.4
txt:home improve,3,149.33,0.0019,3.23,Logistic,21.4
txt:dish,3,152.0,0.0022,1.63,Logistic,21.4
txt:renovating,3,156.67,0.0022,2.35,Logistic,21.4
txt:solar,3,158.0,0.0021,2.04,Logistic,21.4
txt:worked employer,3,159.33,0.0021,1.68,Logistic,21.4
txt:crystal,3,160.0,0.0017,4.39,Logistic,21.4
txt:liz,3,160.0,0.0022,1.82,Logistic,21.4
txt:state hospital,3,160.0,0.0017,2.96,Logistic,21.4
txt:bath room,3,169.33,0.0017,4.06,Logistic,21.4
txt:outback steakhouse,3,171.33,0.002,1.97,Logistic,21.4
txt:home bank,3,173.67,0.0019,2.27,Logistic,21.4
txt:outback,3,174.33,0.002,1.87,Logistic,21.4
txt:new beginning,3,178.0,0.0019,2.75,Logistic,21.4
txt:discover,3,179.0,0.0017,3.98,Logistic,21.4
txt:higher rate,3,179.0,0.0016,4.48,Logistic,21.4
txt:centinela,3,179.67,0.0016,4.05,Logistic,21.4
txt:department energy,3,180.33,0.0019,3.85,Logistic,21.4
txt:surgeon,3,181.67,0.0019,2.11,Logistic,21.4
txt:card buy,3,183.0,0.0019,2.54,Logistic,21.4
txt:natural gas,3,183.0,0.0021,1.12,Logistic,21.4
txt:vinyl,3,183.0,0.0021,2.59,Logistic,21.4
txt:arc,3,189.67,0.0019,2.31,Logistic,21.4
txt:consolidation quality,3,192.0,0.0017,4.31,Logistic,21.4
txt:card post,3,192.33,0.0016,6.0,Logistic,21.4
txt:care service,3,193.0,0.0015,5.64,Logistic,21.4
txt:shield,3,198.0,0.0019,1.75,Logistic,21.4
txt:consolidation military,3,199.67,0.0014,5.24,Logistic,21.4
txt:telecommunication,3,201.33,0.0015,3.44,Logistic,21.4
txt:central transport,3,201.67,0.0015,11.66,Logistic,21.4
txt:consolidation green,3,202.33,0.0016,3.27,Logistic,21.4
txt:largo,3,205.0,0.0015,3.03,Logistic,21.4
txt:price,3,205.33,0.0025,2.06,Logistic,21.4
txt:vinyl siding,3,207.67,0.0018,2.26,Logistic,21.4
txt:service llc,3,212.67,0.002,2.54,Logistic,21.4
txt:telephone,3,213.0,0.0018,2.14,Logistic,21.4
txt:sun,3,216.0,0.0019,2.29,Logistic,21.4
txt:company business,3,217.0,0.0019,1.38,Logistic,21.4
txt:cbre,3,217.67,0.0015,2.83,Logistic,21.4
txt:battery,3,218.33,0.0016,2.48,Logistic,21.4
txt:american home,3,220.0,0.0017,2.54,Logistic,21.4
txt:light,3,221.0,0.0018,1.45,Logistic,21.4
txt:internal,3,221.67,0.0019,1.28,Logistic,21.4
txt:dept debt,3,222.67,0.0013,4.42,Logistic,21.4
txt:appreciate opportunity,3,224.33,0.0018,1.73,Logistic,21.4
txt:bic,3,224.33,0.0013,5.12,Logistic,21.4
txt:bonus year,3,226.67,0.0018,2.35,Logistic,21.4
txt:consolidation transportation,3,227.67,0.0014,4.89,Logistic,21.4
txt:starting fresh,3,227.67,0.0016,2.62,Logistic,21.4
txt:nova,3,228.67,0.0017,3.65,Logistic,21.4
txt:card finish,3,229.67,0.0017,3.31,Logistic,21.4
txt:consolidation corporation,3,229.67,0.0013,4.67,Logistic,21.4
txt:sce,3,229.67,0.0012,4.81,Logistic,21.4
txt:underground,3,230.67,0.0016,2.47,Logistic,21.4
txt:state post,3,235.67,0.0016,2.2,Logistic,21.4
txt:labcorp,3,236.0,0.0014,4.65,Logistic,21.4
txt:callaway,3,236.33,0.0013,11.74,Logistic,21.4
txt:higher,3,236.67,0.0019,6.02,Logistic,21.4
txt:body,3,237.67,0.0017,2.8,Logistic,21.4
txt:used finish,3,238.0,0.0017,1.79,Logistic,21.4
txt:southwest airline,3,239.0,0.0017,1.4,Logistic,21.4
txt:souther,3,240.0,0.0012,5.88,Logistic,21.4
txt:expense personal,3,241.33,0.0017,2.84,Logistic,21.4
txt:bail,3,242.0,0.0015,2.48,Logistic,21.4
txt:catering,3,242.33,0.0017,1.69,Logistic,21.4
txt:catch,3,245.67,0.0017,1.59,Logistic,21.4
txt:story consolidation,3,247.33,0.0013,3.26,Logistic,21.4
txt:vicious,3,250.67,0.0017,1.8,Logistic,21.4
txt:richard,3,255.33,0.0015,2.85,Logistic,21.4
txt:dunkin donut,3,255.67,0.0014,2.73,Logistic,21.4
txt:blue sky,3,256.0,0.0015,4.08,Logistic,21.4
txt:finacial,3,257.0,0.0012,2.93,Logistic,21.4
txt:iron mountain,3,257.0,0.0015,1.86,Logistic,21.4
txt:calif,3,257.33,0.0015,3.6,Logistic,21.4
txt:year secure,3,259.67,0.0017,2.16,Logistic,21.4
txt:bond,3,261.33,0.0014,2.09,Logistic,21.4
txt:consolidation howard,3,261.33,0.0014,3.75,Logistic,21.4
txt:debt finance,3,261.67,0.0015,3.09,Logistic,21.4
txt:history job,3,263.0,0.0015,2.63,Logistic,21.4
txt:credit builder,3,263.33,0.0013,4.25,Logistic,21.4
txt:carolina,3,263.67,0.0017,2.18,Logistic,21.4
txt:payoff premier,3,264.67,0.0011,5.97,Logistic,21.4
txt:looking obtain,3,265.0,0.0016,1.45,Logistic,21.4
txt:buddy,3,266.33,0.0013,4.38,Logistic,21.4
txt:nco,3,268.33,0.0014,4.32,Logistic,21.4
txt:consolidation michael,3,269.0,0.0011,3.7,Logistic,21.4
txt:consolidation scripps,3,270.33,0.0013,5.25,Logistic,21.4
txt:paying rate,3,275.0,0.0015,1.53,Logistic,21.4
txt:consolidation macy,3,276.33,0.0013,2.86,Logistic,21.4
txt:wedding help,3,276.67,0.0013,3.78,Logistic,21.4
txt:jefferson county,3,277.67,0.0014,2.1,Logistic,21.4
txt:debt medical,3,279.33,0.0015,2.18,Logistic,21.4
txt:bagel,3,281.67,0.0013,4.94,Logistic,21.4
txt:trucking,3,282.33,0.0017,2.37,Logistic,21.4
txt:food city,3,284.67,0.0011,8.49,Logistic,21.4
txt:circus,3,285.0,0.0011,6.09,Logistic,21.4
txt:inch,3,285.33,0.0014,1.79,Logistic,21.4
txt:reunion,3,288.33,0.0014,1.72,Logistic,21.4
txt:sister,3,290.67,0.0015,1.58,Logistic,21.4
txt:deco,3,291.33,0.0011,4.76,Logistic,21.4
txt:keiser,3,293.67,0.0011,3.84,Logistic,21.4
txt:county ventura,3,294.67,0.0011,5.11,Logistic,21.4
txt:garda,3,295.67,0.0012,2.97,Logistic,21.4
txt:treasure,3,299.67,0.0011,5.87,Logistic,21.4
txt:home fixing,3,300.0,0.001,4.3,Logistic,21.4
txt:payoff army,3,305.33,0.0011,3.96,Logistic,21.4
txt:fulcrum,3,307.0,0.001,5.29,Logistic,21.4
txt:consalidation,3,308.33,0.0014,2.34,Logistic,21.4
txt:tempe,3,308.33,0.0012,2.8,Logistic,21.4
txt:fund new,3,309.0,0.0013,2.37,Logistic,21.4
txt:fitch,3,309.67,0.0014,1.97,Logistic,21.4
txt:week ago,3,309.67,0.0014,1.48,Logistic,21.4
txt:home monthly,3,313.33,0.0014,1.65,Logistic,21.4
txt:freedom united,3,313.67,0.0011,5.45,Logistic,21.4
txt:consolidation power,3,314.0,0.0012,3.58,Logistic,21.4
txt:hra,3,315.0,0.0011,3.56,Logistic,21.4
txt:pay care,3,315.33,0.0013,2.99,Logistic,21.4
txt:consolidation harrahs,3,317.0,0.001,6.34,Logistic,21.4
txt:kept,3,318.33,0.0013,1.14,Logistic,21.4
txt:phoebe,3,319.67,0.0011,3.89,Logistic,21.4
txt:securitas,3,320.0,0.0012,2.82,Logistic,21.4
txt:transcription,3,321.0,0.001,5.06,Logistic,21.4
txt:consolidation specialty,3,321.33,0.001,3.43,Logistic,21.4
txt:violence,3,322.67,0.001,3.48,Logistic,21.4
txt:wested,3,323.0,0.0011,3.37,Logistic,21.4
txt:allowing pay,3,326.67,0.0013,2.24,Logistic,21.4
txt:consolidation securitas,3,327.67,0.001,6.15,Logistic,21.4
txt:morongo,3,329.0,0.001,4.33,Logistic,21.4
txt:plan consolidating,3,329.33,0.0013,2.13,Logistic,21.4
txt:powered,3,329.33,0.001,3.16,Logistic,21.4
txt:car replace,3,331.0,0.0012,3.38,Logistic,21.4
txt:blossom,3,334.33,0.001,8.33,Logistic,21.4
txt:brevard,3,335.0,0.001,3.9,Logistic,21.4
txt:debt ernst,3,335.0,0.0009,3.74,Logistic,21.4
txt:year bonus,3,337.67,0.0013,1.77,Logistic,21.4
txt:satisfy,3,338.0,0.0012,2.48,Logistic,21.4
txt:usaid,3,347.0,0.0009,4.64,Logistic,21.4
txt:ease use,3,347.67,0.0011,2.28,Logistic,21.4
txt:work going,3,349.67,0.0012,1.63,Logistic,21.4
txt:support far,3,350.0,0.0012,2.19,Logistic,21.4
txt:period credit,3,350.33,0.0012,2.35,Logistic,21.4
txt:ohl,3,350.67,0.0009,4.03,Logistic,21.4
txt:cut monthly,3,352.0,0.0012,2.12,Logistic,21.4
txt:breath easier,3,353.67,0.0009,5.35,Logistic,21.4
txt:airtran airway,3,358.0,0.001,5.22,Logistic,21.4
txt:credit income,3,359.0,0.0011,1.95,Logistic,21.4
txt:retina,3,359.33,0.0009,3.17,Logistic,21.4
txt:consolidation wireless,3,360.0,0.0009,5.72,Logistic,21.4
txt:rate come,3,360.33,0.001,3.26,Logistic,21.4
txt:group llp,3,361.0,0.0009,3.41,Logistic,21.4
txt:cty,3,361.67,0.0011,2.68,Logistic,21.4
txt:new shingle,3,361.67,0.0009,4.3,Logistic,21.4
txt:sun casino,3,366.0,0.001,3.58,Logistic,21.4
txt:grand wailea,3,367.0,0.0009,6.22,Logistic,21.4
txt:wailea,3,367.33,0.0009,6.22,Logistic,21.4
txt:freedom department,3,368.33,0.0011,2.16,Logistic,21.4
txt:money doing,3,369.67,0.001,2.63,Logistic,21.4
txt:peace mind,3,372.0,0.0011,1.78,Logistic,21.4
txt:medium network,3,373.0,0.0009,4.35,Logistic,21.4
txt:vacation debt,3,376.0,0.001,3.35,Logistic,21.4
txt:debt increase,3,377.67,0.001,2.26,Logistic,21.4
txt:learned credit,3,382.33,0.0011,1.38,Logistic,21.4
txt:ease financial,3,383.67,0.001,2.42,Logistic,21.4
txt:considerable money,3,384.0,0.0009,2.88,Logistic,21.4
txt:repair vehicle,3,384.0,0.001,2.46,Logistic,21.4
txt:confusing,3,384.33,0.0008,6.11,Logistic,21.4
txt:personal bank,3,384.67,0.001,1.83,Logistic,21.4
txt:business growth,3,385.33,0.001,3.64,Logistic,21.4
txt:consolidation sacramento,3,385.33,0.0009,4.18,Logistic,21.4
txt:sherwin,3,387.33,0.001,2.48,Logistic,21.4
txt:sherwin williams,3,387.67,0.001,2.48,Logistic,21.4
txt:consolidation process,3,389.67,0.0008,3.62,Logistic,21.4
txt:total payment,3,391.0,0.001,1.3,Logistic,21.4
txt:debt reducing,3,391.33,0.0009,2.76,Logistic,21.4
txt:receipt,3,394.0,0.001,1.81,Logistic,21.4
txt:correction center,3,395.0,0.0008,4.48,Logistic,21.4
txt:improvement update,3,396.67,0.0008,3.84,Logistic,21.4
txt:carl,3,397.67,0.001,3.79,Logistic,21.4
txt:card game,3,399.33,0.001,2.25,Logistic,21.4
txt:diagnosed,3,403.67,0.001,1.4,Logistic,21.4
txt:bless,3,404.0,0.001,1.45,Logistic,21.4
txt:expense happy,3,404.33,0.001,2.54,Logistic,21.4
txt:bag,3,405.33,0.001,3.14,Logistic,21.4
txt:funded pay,3,405.33,0.001,1.26,Logistic,21.4
txt:plane,3,406.67,0.001,1.36,Logistic,21.4
txt:provision,3,407.0,0.001,2.85,Logistic,21.4
txt:god bless,3,409.33,0.0009,1.33,Logistic,21.4
txt:possible consolidate,3,410.67,0.0008,3.9,Logistic,21.4
txt:save lower,3,410.67,0.001,2.49,Logistic,21.4
txt:bedroom set,3,411.0,0.0009,3.14,Logistic,21.4
txt:question let,3,412.33,0.001,1.22,Logistic,21.4
txt:tax collector,3,412.67,0.0008,4.49,Logistic,21.4
txt:island home,3,414.0,0.0008,5.29,Logistic,21.4
txt:mission hospital,3,414.0,0.0009,3.95,Logistic,21.4
txt:accomplish goal,3,415.33,0.0009,1.28,Logistic,21.4
txt:payment freedom,3,415.33,0.0009,2.74,Logistic,21.4
txt:compact,3,416.0,0.0009,2.15,Logistic,21.4
txt:year thing,3,417.67,0.0009,2.02,Logistic,21.4
txt:production service,3,418.33,0.0008,2.83,Logistic,21.4
txt:charity,3,419.0,0.001,1.52,Logistic,21.4
txt:company plus,3,419.33,0.0009,2.04,Logistic,21.4
txt:link,3,419.33,0.0009,2.31,Logistic,21.4
txt:budget help,3,422.67,0.0009,2.66,Logistic,21.4
txt:canal,3,422.67,0.0009,3.58,Logistic,21.4
txt:acct,3,423.67,0.001,2.2,Logistic,21.4
txt:dept navy,3,423.67,0.0009,3.07,Logistic,21.4
txt:credti card,3,424.67,0.0008,4.43,Logistic,21.4
txt:flooring house,3,428.67,0.0007,3.54,Logistic,21.4
txt:debt creditor,3,430.0,0.0008,3.18,Logistic,21.4
txt:home looking,3,431.33,0.0009,2.29,Logistic,21.4
txt:paying right,3,435.33,0.0009,2.04,Logistic,21.4
txt:bell,3,436.0,0.0009,2.1,Logistic,21.4
txt:month frame,3,436.33,0.0007,3.42,Logistic,21.4
txt:cbi,3,437.0,0.0007,5.39,Logistic,21.4
txt:devil,3,437.0,0.0008,6.04,Logistic,21.4
txt:expressed,3,438.0,0.0008,3.0,Logistic,21.4
txt:help school,3,438.0,0.0009,2.04,Logistic,21.4
txt:payment affordable,3,439.33,0.0009,2.25,Logistic,21.4
